first_name,company_name,address,city,county,Phone1,phone,website,email,Tags,Year Founded
Ministry of Water Resources,Ministry of Water Resources,Baghdad,Baghdad,Iraq,7904776505,1-7729137,www.mowr.gov.iq,waterresmin@yahoo.com,"
  Ministries   ",2015
Ministry of Youth  Sport ,Ministry of Youth  Sport ,Baghdad,Baghdad,Iraq,7806192635,7713198027,www.moys.gov.iq,,"
  Ministries   ",2015
Ministry of Tourism,Ministry of Tourism,Baghdad,Baghdad,Iraq,7715880657,7806822020,,mhr2011@yahoo.com,"
  Ministries   ",2015
Alaqmaar Almodeah Cooling Company,Alaqmaar Almodeah Cooling Company,100m St,Erbil,Iraq,7508605365,7509064769,,fine2000m@yahoo.com,"
  Air condition   ",2015
Abd Allah,Abd Allah,100th m St,Erbil,Iraq,7504521180,7703498573,,pishtiwan300@yahoo.com,"
  Air condition   ",2015
Ahl Al khibra Co,Ahl Al khibra Co,Ankawa,Erbil,Iraq,7702573000,7504320182,,ahi.alkhibra@yahoo.com,"
  Air condition   ",2015
Al Hafidh Group Trading,Al Hafidh Group Trading,Arasat AlHindya,Baghdad,Iraq,,baghdad-msr@lgiraq.com,www.lgiraq.com,baghdad-msr@lgiraq.com,"
  Air condition   ",2015
AlAkhouyn Company,AlAkhouyn Company,Karada Kharej,Baghdad,Iraq,7901366236,7901366240,,,"
  Air condition   ",2015
AlAndalus Office,AlAndalus Office,Bataween,Baghdad,Iraq,7901365937,7902485104,,,"
  Air condition   ",2015
AlAsad Co,AlAsad Co,Alsinak,Baghdad,Iraq,7809129953,,,,"
  Air condition   ",2015
AlBahreen,AlBahreen,Hay Aljamiaa,Baghdad,Iraq,7707744053,,,,"
  Air condition   ",2015
Albahy Cooling Company,Albahy Cooling Company,Alsinak,Baghdad,Iraq,7901318607,1- 8170861,,albahyna@yahoo.com,"
  Air condition   ",2015
AlBalsan Trading Co,AlBalsan Trading Co,Karada behind AlHindia club,Baghdad,Iraq,7801812552,7715224054,www.al-baisan.com,,"
  Air condition   ",2015
AlManar,AlManar,Said Sultan Ali,Baghdad,Iraq,1-8868767,,,,"
  Air condition   ",2015
Albatla Cooling Company,Albatla Cooling Company,Baghdad,Baghdad,Iraq,7707215154,7901469030,www.albatlagroup.com,albatla@albatlagroup.com,"
  Air condition   ",2015
Aldur Cooling Company,Aldur Cooling Company,Alsinak,Baghdad,Iraq,7711111761,7903403284,,aldur_adm@yahoo.co.uk,"
  Air condition   ",2015
Alfala  Cooling Company,Alfala  Cooling Company,Alsinak,Baghdad,Iraq,7902601660,7810754260,www.jbrothersgroup.com,haidarbasha@yahoo.com,"
  Air condition   ",2015
Alfurat Co,Alfurat Co,Baghdad AlNaser SqTunis St BaghdadAlsinak,Baghdad,Iraq,7709203501,1-  8175845,www.alfurat-co.com,alqasim_bw@yahoo.com,"
  Air condition   ",2015
AlGad ,AlGad ,Al Qaseer Al abyad,Baghdad,Iraq,1-7174326,7186410,,,"
  Air condition   ",2015
AlShames Co,AlShames Co,Sinak St,Baghdad,Iraq,7901353907,1-8856728,,,"
  Air condition   ",2015
AlToor Co,AlToor Co,Italian Village No362,Erbil,Iraq,7502067727,,,Abdullah.samman@a-toor.com,"
  Air condition   ",2015
AlJanbi Co,AlJanbi Co,Karada Kharej St,Baghdad,Iraq,7901338077,7901670723,,,"
  Air condition   ",2015
AlHashmia ,AlHashmia ,Arasat AlHindya St,Baghdad,Iraq,7901459288,1-7188218,www.al-hashmia.net,,"
  Air condition   ",2015
Alghadeer Cooling Company,Alghadeer Cooling Company,Alsinak,Baghdad,Iraq,7902285122,7902509420,,,"
  Air condition   ",2015
National Investment Commission,National Investment Commission,Baghdad,Baghdad,Iraq,7901905793,,,salarinc@investpromo.gov.iq,"
  Ministries   ",2015
presidency of the council of ministers the house of wisdom,presidency of the council of ministers the house of wisdom,Baghdad,Baghdad,Iraq,7809338648,,,hikmarelation@yahoo.com,"
  Ministries   ",2015
Public Authority for Agricultural Research,Public Authority for Agricultural Research,Baghdad,Baghdad,Iraq,1-5112200,sbar_79@yahoo.com,,sbar_79@yahoo.com,"
  Ministries   ",2015
Perlemantera Of Kurdistane,Perlemantera Of Kurdistane,Erbil,Erbil,Iraq,7504571451,,,amina_zikri@yahoo.com,"
  Ministries   ",2015
State Co for Iraqi Fairs,State Co for Iraqi Fairs,Baghdad,Baghdad,Iraq,7901343620,,,raqifairs@yahoo.com,"
  Ministries   ",2015
The General Authority for examination and certification of seeds,The General Authority for examination and certification of seeds,Baghdad,Baghdad,Iraq,1-5111267,stateboardseed@yahoo.com,,stateboardseed@yahoo.com,"
  Ministries   ",2015
Aeromix,Aeromix,Basra,Basra,Iraq,7703100972,,www.aeromix.com, aeromix@aeromix.com,"
  Mineral Water   ",2015
AlMarekh,AlMarekh,Baghdad,Baghdad,Iraq,7811608090,,,info@mars-water.co,"
  Mineral Water   ",2015
Al Awafi ,Al Awafi ,Sadoon St,Baghdad,Iraq,7901644512,7903374887,,,"
  Mineral Water   ",2015
AlJabery Industrial Co,AlJabery Industrial Co,Industrial zone ,Basra,Iraq,7801395600,7705701892,, m_aljabery_co@yahoo.com  ,"
  Air condition   ",2015
AlJorany Office,AlJorany Office,Saink,Baghdad,Iraq,7903872350,,,,"
  Air condition   ",2015
Alkashif ,Alkashif ,Sinak St,Baghdad,Iraq,7901433702,,,alneaze69@yahoo.com,"
  Air condition   ",2015
Al Safaa,Al Safaa,Nagaf,Najaf,Iraq,7803379985,,,alsafaa_group@yahoo.com,"
  Mineral Water   ",2015
Almazn Group,Almazn Group,KaradaMasbah St,Baghdad,Iraq,7901996228,,,,"
  Air condition   ",2015
Almashreq Cooling Company,Almashreq Cooling Company,iraq,Baghdad,Iraq,7901900016,7702611116,www.mashreqsecurity.com,sales@mashreqsecurity.com,"
  Air condition   ",2015
Al Hanaa Center,Al Hanaa Center,Altaheryat Sq,Baghdad,Iraq,7901177622,7901914311,,alzaynia_iraqi2_co@yahoo.com,"
  Mineral Water   ",2015
Almojeez Cooling Company,Almojeez Cooling Company,Baghdad,Baghdad,Iraq,7902265542,7702504244,,saif_naseer@yahoo.com,"
  Air condition   ",2015
Al Mudares Co,Al Mudares Co,Arasat,Baghdad,Iraq,1-7185937,,,,"
  Mineral Water   ",2015
AlNaama Co ,AlNaama Co ,Karada,Baghdad,Iraq,7901304145,1-7187353,,,"
  Air condition   ",2015
Ala Water Treatment Co,Ala Water Treatment Co,Sulaymaniyah,Sulaymaniyah,Iraq,7701561719,53-3121827,www.alacompany-iraq.com,info@alacompany-iraq.com,"
  Mineral Water   ",2015
AlNadeer Co,AlNadeer Co,30m St,Erbil,Iraq,7503275031,7710277029,www.unionaire.com,mgh1616@yahoo.com,"
  Air condition   ",2015
Alard Alkhawali Co,Alard Alkhawali Co,Karada Kharije,Baghdad,Iraq,7702516940,7901911610,,alkhawaliland@yahoo.com,"
  Mineral Water   ",2015
AlObaidi Sharp,AlObaidi Sharp,Karada Kharej,Baghdad,Iraq,7710003415,,www.alobaidigroup.com,sharp.alobaidi@yahoo.com,"
  Air condition   ",2015
Alnuboogh Cooling Company,Alnuboogh Cooling Company,Alsinak  Arasaat Alhundeya ,Baghdad,Iraq,7901103487,7505127211,,nuboogh_2003@yahoo.com,"
  Air condition   ",2015
Aljnaaen,Aljnaaen,Basra,Basra,Iraq,7706454111,7815555913,, aljnaaeniraq@yahoo.com,"
  Mineral Water   ",2015
Aljenoobia,Aljenoobia,AlRasheed St,Baghdad,Iraq,7710584947,7707058988,,info@aljenoobia.com,"
  Mineral Water   ",2015
AlRaedy Engineering Co,AlRaedy Engineering Co,Watan St,Basra,Iraq,7801001910,,www.alraedy.net, akinhar@yahoo.com,"
  Mineral Water   ",2015
Arab water treatment CoAWT,Arab water treatment CoAWT,14 Ramadan St,Baghdad,Iraq,7902299082,1-5412855,www.arwatco.com, Baghdad@arwatco.com,"
  Mineral Water   ",2015
Arid  water treatment co,Arid  water treatment co,karradh Kharije ,Baghdad,Iraq,7901911610,7702516940,,and an 14500@yahoo.com,"
  Mineral Water   ",2015
Asian Center ,Asian Center ,Karrada,Baghdad,Iraq,7901336287,7707922888,www.asian-center.com,info@asian-center.com,"
  Mineral Water   ",2015
AlSalam Water Co,AlSalam Water Co,Baghdad,Baghdad,Iraq,7901436940,,,salamjanabi@hotmail.com,"
  Mineral Water   ",2015
AlSuhoul Water Co,AlSuhoul Water Co,Baghdad,Baghdad,Iraq,7709000100,7809000010,www.alsuhoul.com,sales@alsuhoul.com,"
  Mineral Water   ",2015
AlWaam 2Co,AlWaam 2Co,Karda St,Baghdad,Iraq,7901748020,,,ali_s_altahan@yahoo.com,"
  Air condition   ",2015
AlYamama Co,AlYamama Co, Bin Nafie Sq,Baghdad,Iraq,7901913072,7901913073,,salahfat67@yahoo.com,"
  Mineral Water   ",2015
AlKhaleej Water Co,AlKhaleej Water Co,Hamdan Road,Baghdad,Iraq,7809129988,7804896112,,ceo.khaleej.water@gmail.com,"
  Mineral Water   ",2015
Ahwar Co,Ahwar Co,Basrah Saaa AlMenaa St,Basra,Iraq,7803953412,,,aquaproiraq@yahoo.com,"
  Mineral Water   ",2015
AlRagad,AlRagad,AlQaser AlAbyad,Baghdad,Iraq,1-7174326,7186410,,,"
  Air condition   ",2015
AlTaqaa Co,AlTaqaa Co,Sinak St,Baghdad,Iraq,7903222401,7702829000,,,"
  Air condition   ",2015
AlYassen Water Co,AlYassen Water Co,Sinak St,Baghdad,Iraq,7901386505,7702417198,,yassen79_co@hotmail.com,"
  Mineral Water   ",2015
Arab Water Solution  TechnologiesAWS,Arab Water Solution  TechnologiesAWS,Baghdad,Baghdad,Iraq,7901380493,7704337800,www.awstco.com,raed_awst@yahoo.com,"
  Mineral Water   ",2015
AlRawabitt A Iraqia Co,AlRawabitt A Iraqia Co,Basra AlBradhiya Erbil Italian City House No 188 Baghdad Arasat,Basra,Iraq,7801027500,7710010030,www.alrawbitt.com, ammar.alhashemi@yahoo.com,"
  Air condition   ",2015
AlRayadh Investment co Group ,AlRayadh Investment co Group ,Baghdad,Baghdad,Iraq,7800558885,7700620040,,babel.furat@yahoo.com,"
  Air condition   ",2015
Arwatco Co,Arwatco Co,14 Ramdan St,Baghdad,Iraq,7902299082,1-5412707,www.arwatco.com ,Baghdad@arwatco.com,"
  Mineral Water   ",2015
AlSafa,AlSafa,AlSenak,Baghdad,Iraq,1-8171315,,,,"
  Air condition   ",2015
Bakoor water treatment co,Bakoor water treatment co,Iraq,Baghdad,Iraq,7503973838,7503788980,,water@bakoorcompany.com,"
  Mineral Water   ",2015
AlSard Group Co,AlSard Group Co,Sulamanya,Sulaymaniyah,Iraq,53-3182475,asg.china@alsardgroup.net,www.alsardgroup.net / www.askome.com,asg.china@alsardgroup.net,"
  Air condition   ",2015
Comtech  water treatment co,Comtech  water treatment co,Sulaymaniyah,Sulaymaniyah,Iraq,7701430231,,,,"
  Mineral Water   ",2015
AlShetaa and AlSaeef Co,AlShetaa and AlSaeef Co,Hay Aljamaa,Baghdad,Iraq,7807921877,7700010614,,nahidh1956@yahoo.com,"
  Air condition   ",2015
Coway,Coway,Italian City Villa No 247,Erbil,Iraq,7507805672,7508884066,www.coway-iraq.com,abdallah@coway-iraq.com,"
  Mineral Water   ",2015
Djla Water Co,Djla Water Co,karada Mashreq St,Baghdad,Iraq,7801413447,7705673090,,ali_djla@yahoo.com,"
  Mineral Water   ",2015
EKo  Water Treatment Systems,EKo  Water Treatment Systems,100m St,Baghdad,Iraq,7502317078,7502356768,,,"
  Mineral Water   ",2015
Emco Water  Solutions Provider,Emco Water  Solutions Provider,Baghdad,Baghdad,Iraq,7901319721,7702594303,, www.emcogroup.com,"
  Mineral Water   ",2015
Goksun Makina  water treatment co,Goksun Makina  water treatment co,100m St,Erbil,Iraq,7504680866,7507367879,,,"
  Mineral Water   ",2015
Indemaj Water Treatment Co,Indemaj Water Treatment Co,Aljadreya,Baghdad,Iraq,7902150281,7711133444,,indemaj@yahoo.com,"
  Mineral Water   ",2015
Klyassan Water Solutions,Klyassan Water Solutions,Erbil,Erbil,Iraq,7707013220,,,dupertuise@gmail.com,"
  Mineral Water   ",2015
Kontec,Kontec,Uqba Bin Nafee Sq,Baghdad,Iraq,7704295844,, www.kontec.ae,fseasons4@yahoo.com,"
  Mineral Water   ",2015
Kangen Water,Kangen Water,Iraq,Baghdad,Iraq,7704825517,,www.kangen.asia,muathalmallah@gmail.com,"
  Mineral Water   ",2015
Lahoon water treatment co,Lahoon water treatment co,Sulaymaniyah,Sulaymaniyah,Iraq,7702444134,7702250285,www.ros-iq.com,,"
  Mineral Water   ",2015
Life,Life,Sulaymaniyah,Sulaymaniyah,Iraq,7701521358,7507143490,, mohamadrasol@hotmail.com,"
  Mineral Water   ",2015
Mebex,Mebex,AlMansour,Baghdad,Iraq,7704250727,1-5425294,www.mebexiraq.com-www.wpe.uk.com, mebexiraq@mebexiraq.com,"
  Mineral Water   ",2015
Mlak Alsharq water treatment co,Mlak Alsharq water treatment co,said Sultan Ali St,Baghdad,Iraq,7901361464,7702909056,,mlakalsharq_company@yahoo.com,"
  Mineral Water   ",2015
New Sulaimany water treatment co,New Sulaimany water treatment co,Molly St,Sulaymaniyah,Iraq,7701520388,53-3209986,,anwar.aziz@asia.com,"
  Mineral Water   ",2015
Pearl,Pearl,Iraq,Baghdad,Iraq,7504492819,,, karwan.akram@almorrell.com,"
  Mineral Water   ",2015
Redox,Redox,Iraq,Baghdad,Iraq,7817833085,,www.redox-wt.nl,info@redox.nl,"
  Mineral Water   ",2015
Salsal Company,Salsal Company,Basra,Basra,Iraq,7805010740,7703155499,,salsal.2007@hotmail.com,"
  Mineral Water   ",2015
Sidal Industrial ,Sidal Industrial ,Kirkuk,Kirkuk,Iraq,7701333507,7701225500,www.sidal-set.com, manager@sidal-set.com,"
  Mineral Water   ",2015
Sunir Water,Sunir Water,Iraq ,Baghdad,Iraq,7713415430,7817301828,www.sunir.com,,"
  Mineral Water   ",2015
Sirwan,Sirwan,Bany Khelan,Sulaymaniyah,Iraq,7701504755,7480237518,,msonaran@yahoo.com,"
  Mineral Water   ",2015
Septech ,Septech ,Iraq,Baghdad,Iraq,7809175940,7712713600,, zeyad.abdulwahid@shlglobalinvestments.com,"
  Mineral Water   ",2015
Tabark Water Co,Tabark Water Co,Alsinak,Baghdad,Iraq,7901351795,7707199555,,ahmedafrtoys@yahoo.com,"
  Mineral Water   ",2015
Tarik Alamen,Tarik Alamen,Alwathik Sq,Baghdad,Iraq,7902197669,7901850845,,,"
  Mineral Water   ",2015
Tebba Land Center,Tebba Land Center,Baghdad,Baghdad,Iraq,7710555183,7903285526,www.tebbalnd.com, info@tebbaland.com,"
  Mineral Water   ",2015
The Smart Alternatives Co,The Smart Alternatives Co,Arasat Hindia,Baghdad,Iraq,7906664510,7806790030,www.smart-alternativesco.com, smart.co@i-acci.org,"
  Mineral Water   ",2015
UB Holding,UB Holding,Ankawa St,Erbil,Iraq,66-2559218,info@ubholding.com,www.ubholding.com,info@ubholding.com,"
  Mineral Water   ",2015
Water Center  water treatment co,Water Center  water treatment co,Erbil,Erbil,Iraq,7504740007,,,watercentererbil@gmail.com,"
  Mineral Water   ",2015
Water Treatment Systems Co,Water Treatment Systems Co,100m St,Erbil,Iraq,7502317078,7502356768,,,"
  Mineral Water   ",2015
AlTaj Co,AlTaj Co,Alsinak,Baghdad,Iraq,7902911674,7700735492,,altaj_ac@yahoo.com,"
  Air condition   ",2015
Abu Zean AlAbdeen AlAsadi,Abu Zean AlAbdeen AlAsadi,Said Sultan ,Baghdad,Iraq,7801349034,7703481750,,,"
  Generators   ",2015
AlTaknalojee Group ,AlTaknalojee Group ,AlRabea St ,Baghdad,Iraq,7901176720,,,,"
  Air condition   ",2015
Adat Co,Adat Co,Baghdad Alwathaq Sq Erbil60th m St Suliamana60 St,Baghdad,Iraq,7901920830,7504563300,,nizarfatohi@yahoo.com,"
  Generators   ",2015
AKSA,AKSA,Baghdad Alwathq Sq  Kirkuk,Baghdad,Iraq,7901489909,7702646436,www.aksa.com.tr,aksa_baghdad@yahoo.com,"
  Generators   ",2015
Altaqa Aqeswa  Cooling Company,Altaqa Aqeswa  Cooling Company,Baghada,Baghdad,Iraq,7801867011,1-  18856212,www.jbrothersgroup.com,taaqa@yahoo.com,"
  Air condition   ",2015
AlAndalus Co ,AlAndalus Co ,Baghdad,Baghdad,Iraq,7700000796,7800800800,www.alandalus-iraq.com,Hussein.alalwan@alandalus-iraq.com,"
  Generators   ",2015
Altoor Cooling Company,Altoor Cooling Company,italian Village No362,Erbil,Iraq,7502067727,,www.a-toor.com ,Abdullah.samman@a-toor.com,"
  Air condition   ",2015
Alwazin Cooling Company,Alwazin Cooling Company,Alsinak,Baghdad,Iraq,7901571471,7702508375,,haydar.ahm@gmail.com,"
  Air condition   ",2015
Alyousif  Co,Alyousif  Co,iraq,Baghdad,Iraq,7504164473,7709255250,,al_yousif_ac@yahoo.com,"
  Air condition   ",2015
AlBahar AlHaeej Co,AlBahar AlHaeej Co,Said Sultan  Ali,Baghdad,Iraq,7703914875,7901307705,,,"
  Generators   ",2015
AlZahar show,AlZahar show,Karada,Baghdad,Iraq,7901222449,,,,"
  Air condition   ",2015
AlZahoor Co,AlZahoor Co,AlZahoor,Mosul,Iraq,7701634898,,,mohammed_sedeeq@yahoo.com,"
  Air condition   ",2015
AlZahraa Show,AlZahraa Show,AlJamhoriya St ,Basra,Iraq,7801028249,,,alzahraa1988@yahoo.com,"
  Air condition   ",2015
Aranovin Co,Aranovin Co,AlSenak,Baghdad,Iraq,7701534932,7702420847,, aranovin@yahoo.com,"
  Air condition   ",2015
AlMuashirat Co,AlMuashirat Co,Arsat St,Baghdad,Iraq,7714768069,,www.al-muashirat.com,info@al-muashirat.com,"
  Air condition   ",2015
AUX Co,AUX Co,Karada Kharije,Baghdad,Iraq,7901396176,7902771981,www.western-breeze.com,firas_madhat1@yahoo.com,"
  Air condition   ",2015
Bainar Co,Bainar Co,Ankawa St,Erbil,Iraq,7503940088,7706382631,,ihab@bainar.co,"
  Air condition   ",2015
Carrier ,Carrier ,Baghdad Hay Alwihda Erbil Ankawa sides St,Baghdad,Iraq,7901861817,7706285900,,asaad@carrier-hexa.com,"
  Air condition   ",2015
Chauffage Kaiwan,Chauffage Kaiwan,60 m st near talary honer,Sulaymaniyah,Iraq,7701554271,7701548082,,chauffagekiwan@yahoo.com,"
  Air condition   ",2015
Crafft,Crafft,Silm St,Sulaymaniyah,Iraq,7702473223,7501193132,,craft-sul@hotmail.com,"
  Air condition   ",2015
Cool Center Cooling Company,Cool Center Cooling Company,Karada KHarije,Baghdad,Iraq,7901911581,,,hashimsurvival@yahoo.com,"
  Air condition   ",2015
Danfoss Cooling Company,Danfoss Cooling Company,Alsinak,Baghdad,Iraq,7903222401,7702829000,,danfoss-iraq@yahoo.com,"
  Air condition   ",2015
Dar El Ryan Co LG,Dar El Ryan Co LG,Karada KharejOpp Hindya Club,Baghdad,Iraq,7901809970,7809124315,www.lg-iraq.com,rac-sales@lg-iraq.com,"
  Air condition   ",2015
Denka,Denka,Karada Dakhel,Baghdad,Iraq,7702580264,7904644293,,saeed.samer29@gmail.com,"
  Air condition   ",2015
Delta Cooling Company,Delta Cooling Company,Alsinak,Baghdad,Iraq,7902758401,7901385894,,,"
  Air condition   ",2015
Diamond ,Diamond ,Ankawa,Erbil,Iraq,7504579480,7702505512,www.diamondcohvac.com,diamondgha@yahoo.com,"
  Air condition   ",2015
Dubai Show ,Dubai Show ,AlSinak,Baghdad,Iraq,7702530760,7902501892,,light-b52@yahoo.com,"
  Air condition   ",2015
Elapco Co ,Elapco Co ,100th m StBaghdad,Erbil,Iraq,7504136163,7706458867,www.ogeneral.ae, omar.khalifa@elapco.ae,"
  Air condition   ",2015
Elite Logistics Co,Elite Logistics Co,Italian village,Erbil,Iraq,7504271698,7706544873,,saif_s1980@yahoo.com,"
  Air condition   ",2015
AlDahlaky Center,AlDahlaky Center,Said Sultan Ali,Baghdad,Iraq,7902662640,1-8151300,,,"
  Generators   ",2015
AlFaisal Co,AlFaisal Co,Toisa St,Basra,Iraq,7700661147,7810413228,,,"
  Generators   ",2015
AlHilal Al Khasseb Group,AlHilal Al Khasseb Group,Jamhuria StreetSaid Sultan Ali,Baghdad,Iraq,7400327224,7901469266,www.fertilcrescentgroup.com,  zead_shaker@yahoo.com,"
  Generators   ",2015
Ali Jamil Younis For Generators Co,Ali Jamil Younis For Generators Co,Ibrahim St,Zakho,Iraq,7707777098,7501159471,www.younis-group.com,youniscompany@yahoo.com,"
  Generators   ",2015
Alrubaie Show,Alrubaie Show,Karada Kharej,Baghdad,Iraq,7709214396,7901888690,,,"
  Generators   ",2015
Alqudraa  Alyqeen Co,Alqudraa  Alyqeen Co,Karada,Baghdad,Iraq,7707780415,7901766163,,alyqeencompany@yahoo.com,"
  Generators   ",2015
Allayaa,Allayaa, Said Sultan Ali ,Baghdad,Iraq,7901303805,7703486592,,,"
  Generators   ",2015
AlMashreq,AlMashreq,AlMuhafatha Stbehind alsanubar hotel,Kirkuk,Iraq,7701319401,7701316886,, wesam_sunobar@yahoo.com,"
  Generators   ",2015
Alnaeef,Alnaeef,Said Sultan Ali,Baghdad,Iraq,7706213921,7901914497,,,"
  Generators   ",2015
AlNeel show,AlNeel show,Said Sultan Ali,Baghdad,Iraq,7905255460,7812519916,,,"
  Generators   ",2015
Alnijom  For Generators Co,Alnijom  For Generators Co,Said Sultan Ali St,Baghdad,Iraq,7901740182,7707908181,www.al-nijom.com,asm@al-nijom.com,"
  Generators   ",2015
AlQaswaa Engineering,AlQaswaa Engineering,Hay Al Wahda62 St,Baghdad,Iraq,7700747577,,www.alqaswaa.com,mohamed_aann@yahoo.com ,"
  Generators   ",2015
AlSaady,AlSaady,Said Sultan Ali,Baghdad,Iraq,7902566463,7901336843,,,"
  Generators   ",2015
AlSharq,AlSharq,AlJomhory St,Baghdad,Iraq,7901420992,7901570121,,,"
  Generators   ",2015
AlTaleb AlZawraey,AlTaleb AlZawraey, Said Sultan Ali,Baghdad,Iraq,7702942614,,,,"
  Generators   ",2015
AlWesam Group Company,AlWesam Group Company,Said  Sultan Ali  ALKarada,Baghdad,Iraq,,alwesam1980@yahoo.com,www.alzahrapse.ae,alwesam1980@yahoo.com,"
  Generators   ",2015
Anwar Mahmod,Anwar Mahmod,Karada Kharej62 St,Baghdad,Iraq,7712977244,7901524087,, anwer@jabourisons.com,"
  Generators   ",2015
Al Wadah Company,Al Wadah Company,Said Sultan Ali,Baghdad,Iraq,7702553171,7904871102,, alwadah@yahoo.com,"
  Generators   ",2015
Arison SARL,Arison SARL,Erbil,Erbil,Iraq, ,66-2575516, www.arisoniraq.com, info@arisoniraq.com,"
  Generators   ",2015
AlHanan Shop,AlHanan Shop, Said Sultan Ali,Baghdad,Iraq,7702959943,1-8174381,,,"
  Generators   ",2015
Amer Abdul Ridha,Amer Abdul Ridha, Said Sultan Ali,Baghdad,Iraq,7711397980,,,,"
  Generators   ",2015
Anwar AlTaqa Co,Anwar AlTaqa Co,Said Sultan Ali,Baghdad,Iraq,7713803520,7901332530,,,"
  Generators   ",2015
Aksa Co,Aksa Co,English Village 353,Erbil,Iraq,7711991856,,www.aksa.com.tr,hakant@aksa.com.tr,"
  Generators   ",2015
Barada Group,Barada Group,62 St,Baghdad,Iraq,7901102705,7400102791,www.fertilcrescentgroup.com,,"
  Generators   ",2015
Babylon Bureau,Babylon Bureau,said sultan Ali,Baghdad,Iraq,7901913024,7901913028,,,"
  Generators   ",2015
Baghdad AlSalam Co ,Baghdad AlSalam Co ,62 St,Baghdad,Iraq,7901908806,7901347132,www.atgenerators.com,,"
  Generators   ",2015
Baghdad Shops ,Baghdad Shops ,Said Sultan Ali,Baghdad,Iraq,7902365304,7905976240,,,"
  Generators   ",2015
DHM Co,DHM Co,40m St,Duhok,Iraq,7504457703,,,dleramede@yahoo.com,"
  Generators   ",2015
Elaf Co,Elaf Co,Iraq,Baghdad,Iraq,7706409996,7801000695,www.elafgroupcompanies.com,elaf_company@yahoo.com,"
  Generators   ",2015
Engineer Talib AlAmeri,Engineer Talib AlAmeri, Said Sultan Ali,Baghdad,Iraq,7901377825,7707869112,,talibalameri@yahoo.com,"
  Generators   ",2015
FG Wilson For Generators,FG Wilson For Generators,English Village No168,Erbil,Iraq,7503131585,,www.fgwilson.com.tr,fhamad@fgwilson.com.tr,"
  Generators   ",2015
