Company Name,Category,Landmark,Building,Street,City,Country,Mobile,Mobile,Email,,,,,,,,,,,Company Name,Founded,Mobile,Phone,Website,Email,Views
Dastan Co,"
 | General Trading |  ",,,Near Motel Alsham,Duhok,Iraq,7504589791,7504428666,62-7223866,dastan.saer@yahoo.com,,,,,,,,,,Dastan Co,2015,7504589791,62-7223866,,dastan.saer@yahoo.com,115,,,
Dead Sea Fortune,"
 | General Trading |  ",,,Ankawa Harem St,Erbil,Iraq,7504492996,,Asia.arbil@yahoo.com,hawritahir@yahoo.com.uk,,,,,,,,,,Dead Sea Fortune,2015,7504492996,,,Asia.arbil@yahoo.com,130,,,
Dhia Darwish ,"
 | General Trading |  ",,,Mosul,Mosul,Iraq,7701610473,7504433842,7481717206,, Dhia999@hotmail.com,,,,,,,,,Dhia Darwish ,2015,7701610473,,, Dhia999@hotmail.com,111,,,
Del Company,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504452082,7504442082,66-2531861,delco_erbil@yahoo.com,,,,,,,,,,Del Company,2015,7504452082,66-2531861,www.delco-group.com,delco_erbil@yahoo.com,133,,,
Diamond ,"
 | General Trading |  ",,,Nohara St,Erbil,Iraq,7504579480,7702505512, 66-2505819, diamondgha@yahoo.com,,,,,,,,,,Diamond ,2015,7504579480, 66-2505819,, diamondgha@yahoo.com,125,,,
Dimeqs United,"
 | General Trading |  ",,,Bakhtiari,Erbil,Iraq,7508445492,, dimeqs@yahoo.com,,,,,,,,,,,Dimeqs United,2015,7508445492,,, dimeqs@yahoo.com,128,,,
Diyar General Trading Co,"
 | General Trading |  ",,,100m St,Erbil,Iraq, 7504999499,7504512521,,,,,,,,,,,,Diyar General Trading Co,2015, 7504999499,,,,182,,,
Diyar Group Co ltd,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504459037, 66-2511426,diyagroup@yahoo.com,,,,,,,,,,,Diyar Group Co ltd,2015,7504459037, 66-2511426,,diyagroup@yahoo.com,132,,,
Dler Co,"
 | General Trading |  ",,,South Industrial Area,Erbil,Iraq,7504454172,7704454172,7704554172 ,66-2530500,66-2520946, dler_technical@yahoo.com,,,,,,,,Dler Co,2015,7504454172,66-2530500,, dler_technical@yahoo.com,130,,,
Kamyar Co,"
 | Contracting |  ",,,Erbil,Erbil,Iraq,7504453462, 66-2516945,ghafur22@yahoo.com,,,,,,,,,,,Kamyar Co,2015,7504453462, 66-2516945,,ghafur22@yahoo.com,118,,,
DNO,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504455704,,ahmed.abdulkader@dno-erbil.com,,,,,,,,,,,DNO,2015,7504455704,,,ahmed.abdulkader@dno-erbil.com,131,,,
Dolphin Trading Co llc,"
 | General Trading |  ",,,Sulamanya,Sulaymaniyah,Iraq,7701520590,,dara_ali@hotmail.com,,,,,,,,,,,Dolphin Trading Co llc,2015,7701520590,,www.dolphintradingco.com,dara_ali@hotmail.com,153,,,
Drko Co For Food Packaging  General Trading,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504469709,7504469710,7504685205, 66-2513368, drko.tradefood@gmail.com,,,,,,,,,Drko Co For Food Packaging  General Trading,2015,7504469709, 66-2513368,, drko.tradefood@gmail.com,195,,,
Durrat AlBelad,"
 | General Trading |  ",,,iraq,Baghdad,Iraq, 7901440242,7705856237 ,, fawzikhameed@yahoo.com,fbeyati@hotmail.com,,,,,,,,,Durrat AlBelad,2015, 7901440242,,, fawzikhameed@yahoo.com,111,,,
Dusara Company,"
 | General Trading |  ",,,Makhmur Road,Erbil,Iraq,7504154044,7501930404,,dusara.company@gmail.com,faruq.pump@yahoo.com,,,,,,,,,Dusara Company,2015,7504154044,,,dusara.company@gmail.com,143,,,
Dyar Alkaram Co,"
 | General Trading |  ",,,AlMansour14 Ramadan St,Baghdad,Iraq,7809009900,7809124092,,dyar_ins@yahoo.com,,,,,,,,,,Dyar Alkaram Co,2015,7809009900,,,dyar_ins@yahoo.com,105,,,
EAJ Limited Iraq,"
 | General Trading |  ",,,iraq,Baghdad,Iraq,770371058,66-2252868,66-2579192-111,wassim@eajinternational.com,,,,,,,,,,EAJ Limited Iraq,2015,770371058,66-2252868,www.eajinternational.com,wassim@eajinternational.com,108,,,
EGI Co,"
 | General Trading |  ",,,Setaqan St Zakho,Erbil,Iraq, 7504172103,7503323353, 627332150,627706828, egi-co@hotmail.com,,,,,,,,,EGI Co,2015, 7504172103, 627332150,www.ikisri.blogspot.com, egi-co@hotmail.com,148,,,
Ebed  Co,"
 | General Trading |  ",,,Ibrahim AlKhalel Road,Zakho,Iraq,7708160712,7504947009,,ebedgida@hotmail.com,,,,,,,,,,Ebed  Co,2015,7708160712,,,ebedgida@hotmail.com,98,,,
Eiger Ltd ,"
 | General Trading |  ",,,English Village 25,Erbil,Iraq,7702777777,7507297777,, kurdo.jaff@eigertic.com,info@eigertic.com,,,,,,,,,Eiger Ltd ,2015,7702777777,,www.eigertic.com, kurdo.jaff@eigertic.com,133,,,
Elaf Company ,"
 | General Trading |  ",,,Erbil 100 m St MosulAlthaqafiya St,Erbil,Iraq,7504454458,7904438268,7811146940, 66-2579363, co_elaf@yahoo.com,,,,,,,,,Elaf Company ,2015,7504454458, 66-2579363,, co_elaf@yahoo.com,118,,,
Ekselans Co,"
 | General Trading |  ",,,Erbil ,Erbil,Iraq,7508816701,,mehmetyaprak27@hotmail.com,,,,,,,,,,,Ekselans Co,2015,7508816701,,,mehmetyaprak27@hotmail.com,123,,,
Elvan General Trading Co,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504451217,7504500476,7704551217,,,,,,,,,,,Elvan General Trading Co,2015,7504451217,,,,151,,,
AL HILAL LOGISTICS,"
 | Transport & Shipment |  ",,Sofy Mall No 74,Gulan Street,Erbil,Iraq,009647501132753,009647508742255,,amin.dahbar@hilaliraq.com,ayman.hilal@hilaliraq.com,,,,,,,,,Amin DAHBAR,2013,009647501132753,,www.hilaliraq.com,amin.dahbar@hilaliraq.com,321,,,
Emaar Of New Golden Castle,"
 | General Trading |  ",,,Arasat Alhindiya,Baghdad,Iraq,7800001463,7711662277,7801402060,7400665522, emaar_iq@yahoo.com,,,,,,,,,Emaar Of New Golden Castle,2015,7800001463,7400665522,, emaar_iq@yahoo.com,109,,,
EMD,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7507633999,,,,,,,,,,,,,EMD,2015,7507633999,,,,127,,,
Energoinvest,"
 | General Trading |  ",,,dream city house no  79,Erbil,Iraq,7504511330,, jakub.viteskic@energoinvest.be,serwanmsh@gmail.com,marketing@engergoinvest.ba,,,,,,,,,Energoinvest,2015,7504511330,,www.energoinvest.ba, jakub.viteskic@energoinvest.be,135,,,
Erbil Co,"
 | General Trading |  ",,,100th  St,Erbil,Iraq,7504608967,7504451342,7704554124,,erbil.co@hotmail.com,haje1953@yahoo.com,,,,,,,,Erbil Co,2015,7504608967,,,erbil.co@hotmail.com,131,,,
Erbil Qala Co,"
 | General Trading |  ",,,Setaqan St,Erbil,Iraq, 7504451847,7504092424,7504092525, 66-2524821, qala_co@yahoo.com,,,,,,,,,Erbil Qala Co,2015, 7504451847, 66-2524821,, qala_co@yahoo.com,126,,,
Erbil Steel Co,"
 | General Trading |  ",,,Erbil Baghdad Al Mansour,Erbil,Iraq, 7711800711,7711800710,7504513151,  1-5432976,66-2561818,66-2561919,alimzuri@hotmail.com,,,,,,,Erbil Steel Co,2015, 7711800711,  1-5432976,,alimzuri@hotmail.com,135,,,
Etoile City Company,"
 | General Trading |  ",,,Salm St,Sulaymaniyah,Iraq,7701585842,7507910000,,Etoilecity@yahoo.com,,,,,,,,,,Etoile City Company,2015,7701585842,,,Etoilecity@yahoo.com,140,,,
Eyoon Baghdad,"
 | General Trading |  ",,,Karada Kharij,Baghdad,Iraq,7704250757,7901338059,,,,,,,,,,,,Eyoon Baghdad,2015,7704250757,,,,113,,,
Ehden Co,"
 | General Trading |  ",,,Arsat,Baghdad,Iraq,7809245367,7505747576,,shahad@globalncc.com,,,,,,,,,,Ehden Co,2015,7809245367,,,shahad@globalncc.com,100,,,
Excellence Company,"
 | General Trading |  ",,,Sulamanya,Sulaymaniyah,Iraq,7701534493,,info@excellencecompany.com,,,,,,,,,,,Excellence Company,2015,7701534493,,www.excellencecompany.com,info@excellencecompany.com,127,,,
Financial Linkn,"
 | General Trading |  ",,,Baghdad,Baghdad,Iraq,7801952226,,jafar.sadi@financiallinks-iraq.com,,,,,,,,,,,Financial Linkn,2015,7801952226,,www. financiallinks-iraq.com,jafar.sadi@financiallinks-iraq.com,103,,,
Firatsan Co,"
 | General Trading |  ",,,Zakho  ,Zakho,Iraq,7504161366,7706401520,,firatsanzaho@hotmail.com ,,,,,,,,,,Firatsan Co,2015,7504161366,,,firatsanzaho@hotmail.com ,96,,,
Flat World Group,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504940481,,Umran_asan@hotmail.com,,,,,,,,,,,Flat World Group,2015,7504940481,,,Umran_asan@hotmail.com,124,,,
Fj Electrical Engineering  General Trd Co Ltd,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7700366020,66-2252916,saddad@fjtco.com,,,,,,,,,,,Fj Electrical Engineering  General Trd Co Ltd,2015,7700366020,66-2252916,,saddad@fjtco.com,132,,,
Flavia General Trading Co,"
 | General Trading |  ",,,Zakho  Dhouk,Zakho,Iraq,00964 7504507883,00964 7504507882,,,,,,,,,,,,Flavia General Trading Co,2015,00964 7504507883,,,,109,,,
Future Co,"
 | General Trading |  ",,,Zayona St,Baghdad,Iraq,7902616074,7700000034,,emad@iqfuturephone.com,,,,,,,,,,Future Co,2015,7902616074,,www.iqfuturephone.com,emad@iqfuturephone.com,97,,,
Four Brothers Co,"
 | General Trading |  ",,,Dohuk,Duhok,Iraq,7504507725,7504580310,,eng_fourbrothers@yahoo.com,,,,,,,,,,Four Brothers Co,2015,7504507725,,,eng_fourbrothers@yahoo.com,124,,,
Flavia Company,"
 | General Trading |  ",,,Zakho  Duhok,Zakho,Iraq,7504507883,7504507882,7709122330,,,,,,,,,,,Flavia Company,2015,7504507883,,,,97,,,
Kari Shaista Co,"
 | Contracting |  ",,,Baznai Malik Mahmud St,Sulaymaniyah,Iraq, 7480178686,7701525709,7501272829,, shaista.company@yahoo.com,,,,,,,,,Kari Shaista Co,2015, 7480178686,,, shaista.company@yahoo.com,122,,,
Karas Company,"
 | Contracting |  ",,,60th m StNear Shorsh Overpass,Erbil,Iraq, 7504450711,7504440711,7504630116,, karascompany@yahoo.com,,,,,,,,,Karas Company,2015, 7504450711,,, karascompany@yahoo.com,128,,,
Karkuk Co,"
 | Contracting |  ",,,Kirkuk,Kirkuk,Iraq, 7707776444,7701514511,, karkukcompanyk@yahoo.com,,,,,,,,,,Karkuk Co,2015, 7707776444,,, karkukcompanyk@yahoo.com,116,,,
Kasso Contracting Co,"
 | Contracting |  ",,,BaghdadKarada KharijeSulaymaniyahSalim St,Baghdad,Iraq, 7901368535 ,7701463371,7702963777,,casohus52@yahoo.com,Kasso_2003@yahoo.com,,,,,,,,Kasso Contracting Co,2015, 7901368535 ,,www.kaso-group.com,casohus52@yahoo.com,136,,,
Kawartian Company,"
 | Contracting |  ",,,60th m St,Erbil,Iraq, 7504057070,7505522286,7504479706,, neiaz1973@yahoo.com,,,,,,,,,Kawartian Company,2015, 7504057070,,, neiaz1973@yahoo.com,124,,,
Khal Group,"
 | Contracting |  ",,,60th m St,Erbil,Iraq,7504580622,66-2574028,66-2550576,khoshawim@hotmail.com,,,,,,,,,,Khal Group,2015,7504580622,66-2574028,www.khalgroup.com,khoshawim@hotmail.com,126,,,
Khayrat AlZab Co,"
 | Contracting |  ",,,KuranMakhur Road,Erbil,Iraq,7701300948, 66-2532422, mahmod_z64@yahoo.com,,,,,,,,,,,Khayrat AlZab Co,2015,7701300948, 66-2532422,, mahmod_z64@yahoo.com,119,,,
Khoshnaw Companies Group,"
 | Contracting |  ",,,ArasatHindia,Baghdad,Iraq,7709687878, 1-7760759, carriershaker@yahoo.com,,,,,,,,,,,Khoshnaw Companies Group,2015,7709687878, 1-7760759,, carriershaker@yahoo.com,112,,,
Kanadel Al Khalij Company for General contracting,"
 | Contracting |  ",,,Baghdad,Baghdad,Iraq,7901380514,,aliabas971@yahoo.com,,,,,,,,,,,Kanadel Al Khalij Company for General contracting,2015,7901380514,,,aliabas971@yahoo.com,117,,,
Khalij office Constructions amp General trading,"
 | Contracting |  ",,,Baghdad,Baghdad,Iraq,7709246213,,dhyaa.1961@yahoo.com,,,,,,,,,,,Khalij office Constructions amp General trading,2015,7709246213,,,dhyaa.1961@yahoo.com,160,,,
Khudairi Group,"
 | Contracting |  ",,,Basra,Basra,Iraq, 7703170424 ,7901763537,, adelsaheb@yahoo.com,,,,,,,,,,Khudairi Group,2015, 7703170424 ,,, adelsaheb@yahoo.com,124,,,
Kirmanj Co,"
 | Contracting |  ",,,AlMothafaria St,Erbil,Iraq, 1-2233421,1.2270706, sabah@kirmanj.com,,,,,,,,,,,Kirmanj Co,2015,, 1-2233421,www.kirmanj.com, sabah@kirmanj.com,123,,,
Knowledge House,"
 | Contracting |  ",,,Basra,Basra,Iraq,7801037850,, showketfaif@gmail.com ,showketfaif@kh-jo.com,showketfaif_faik1@yahoo.com ,,,,,,,,,Knowledge House,2015,7801037850,,www.kh-jo.com, showketfaif@gmail.com ,126,,,
Galala Co,"
 | General Trading |  ",,,Erbil Ala StBaghdad,Erbil,Iraq,7504452710,7704452710,7702980229,7901831386,, sarmed.adnan@galalagroup.com,galalagroup@yahoo.com,shahpain@yahoo.com,,,,,,Galala Co,2015,7504452710,,www.galalagroup.com, sarmed.adnan@galalagroup.com,119,,,
Kog Co,"
 | Contracting |  ",,,Zakho,Zakho,Iraq,7504455083,7504508829,7709117767,,koccompany@yahoo.com,koccompany@hotmail.com,,,,,,,,Kog Co,2015,7504455083,,,koccompany@yahoo.com,102,,,
Gan Souz Co General Trade,"
 | General Trading |  ",,,Nzarki,Duhok,Iraq,7504457896,7504502875,7704457896,,al-akhawainco@hotmail.com,al-akawain2001@yahoo.com,,,,,,,,Gan Souz Co General Trade,2015,7504457896,,,al-akhawainco@hotmail.com,124,,,
Gara Group,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504455544,,gara_gaea2008@yahoo.com,gara_gaea2008@hotmail.com,,,,,,,,,,Gara Group,2015,7504455544,,,gara_gaea2008@yahoo.com,126,,,
Gavan Trading Ltd,"
 | General Trading |  ",,,60m  St,Erbil,Iraq,7504682359,,Gavan.ltd@gmail.com,,,,,,,,,,,Gavan Trading Ltd,2015,7504682359,,,Gavan.ltd@gmail.com,140,,,
German industry  Commerce Ltd,"
 | General Trading |  ",,,Baghdad ,Baghdad,Iraq,7901323645,,majeedsati@yahoo.com,,,,,,,,,,,German industry  Commerce Ltd,2015,7901323645,,www.ahkmena.com,majeedsati@yahoo.com,100,,,
Goldan Great Wall Co,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504497379,7702992593,,allwy007@hotmail.com,,,,,,,,,,Goldan Great Wall Co,2015,7504497379,,,allwy007@hotmail.com,121,,,
Kufan Group ,"
 | Contracting |  ",,,Iraq,Erbil,Iraq, 7710132107,7901322149,7901944933,, anwar@kufan-group.com,hkaragholi@kufan-group.com,,,,,,,,Kufan Group ,2015, 7710132107,,www.kufan-group.com, anwar@kufan-group.com,133,,,
Golden Majd Co,"
 | General Trading |  ",,,Karada62 St,Baghdad,Iraq,7901498373,7902884540,7901150364,1-8150445,1-8850942, hushamobid@yahoo.com,golden_majd@yahoo.com,,,,,,,Golden Majd Co,2015,7901498373,1-8150445,www.goldenmajd.com, hushamobid@yahoo.com,104,,,
Golden Share OF The Space,"
 | General Trading |  ",,,Hela Karbala Road,Al Hillah,Iraq,7807542200,, khaldon.jamal@yahoo.com,,,,,,,,,,,Golden Share OF The Space,2015,7807542200,,, khaldon.jamal@yahoo.com,108,,,
Kurle,"
 | Contracting |  ",,,60th St Facing Silo NR Arabella Hotel,Erbil,Iraq, 66 -2226812, info@kurleint.com,,,,,,,,,,,,Kurle,2015,, 66 -2226812,www.kurleint.com, info@kurleint.com,140,,,
Kurk Construction Co,"
 | Contracting |  ",,, Salahaddin main St,Erbil,Iraq,7504543204,7504639976,, sudad@kurk.com.tr,,,,,,,,,,Kurk Construction Co,2015,7504543204,,www.kurk.com.tr, sudad@kurk.com.tr,158,,,
Green Co,"
 | General Trading |  ",,,100th m St,Erbil,Iraq,7504988884,7504266868,66-2276056,greencoiraq@yahoo.com,,,,,,,,,,Green Co,2015,7504988884,66-2276056,www.green-iraq.com,greencoiraq@yahoo.com,125,,,
Guangzhou Company,"
 | General Trading |  ",,,Nishtiman Market,Erbil,Iraq,7504455430,7504466783,7504471677,66-2553919,66-2537486, Guangzhou-arbil@yahoo.com,,,,,,,,Guangzhou Company,2015,7504455430,66-2553919,, Guangzhou-arbil@yahoo.com,127,,,
Guargra Co,"
 | General Trading |  ",,,Bahrka St,Erbil,Iraq,7503197334,7504096061,7706423737,,,,,,,,,,,Guargra Co,2015,7503197334,,,,126,,,
Gulf Commercial Group,"
 | General Trading |  ",,,Iraq,Baghdad,Iraq,7901419819,7706523641,7806526322,,a.salah@gcg-es.com,,,,,,,,,Gulf Commercial Group,2015,7901419819,,www.gcg-es.com,a.salah@gcg-es.com,107,,,
Kurdestan Cement Co,"
 | Contracting |  ",,,Iraq,Erbil,Iraq,7507299853,,alishafiei537@yahoo.com,,,,,,,,,,,Kurdestan Cement Co,2015,7507299853,,www.kordestancement.com,alishafiei537@yahoo.com,140,,,
Gulf Star Co ,"
 | General Trading |  ",,,trading center no 323,Zakho,Iraq,7504508784,7711248888,,g.starcom@yahoo.com,,,,,,,,,,Gulf Star Co ,2015,7504508784,,,g.starcom@yahoo.com,97,,,
Klaf Co,"
 | Contracting |  ",,,Ashar St,Basra,Iraq,7716221335,7712590047,7808409663,,,,,,,,,,,Klaf Co,2015,7716221335,,,,125,,,
Lamasat Alfan,"
 | Contracting |  ",,,Hay Almakrama,Najaf,Iraq,7808522791,,,,,,,,,,,,,Lamasat Alfan,2015,7808522791,,,,108,,,
Lafarge,"
 | Contracting |  ",,,Man St Aladala District,Erbil,Iraq,7701587601,,ali.salah@lafarge.com,,,,,,,,,,,Lafarge,2015,7701587601,,,ali.salah@lafarge.com,128,,,
Larenda Company,"
 | Contracting |  ",,,Ahsa StOpp To Shekh Mestafa Sq,Erbil,Iraq,7504457478,7504454236,7706507478,66-2557478,salamgardi@yahoo.com, jamil_6729@yahoo.com ,,,,,,,,Larenda Company,2015,7504457478,66-2557478,,salamgardi@yahoo.com,128,,,
Lava Office,"
 | Contracting |  ",,,Aras St,Erbil,Iraq,7504673419, 66-2504046, rihabmajeed@yahoo.com,,,,,,,,,,,Lava Office,2015,7504673419, 66-2504046,www.flxt.com, rihabmajeed@yahoo.com,132,,,
Leycochemleyde Iraq,"
 | Contracting |  ",,,Iraq,Baghdad,Iraq, 7813802151,7504344200,7708748222,, admin.leycochem.iraq@leyde.com,sales.leycochem.iraq@leyde.com,,,,,,,,Leycochemleyde Iraq,2015, 7813802151,,www.leyde.com, admin.leycochem.iraq@leyde.com,112,,,
Garra Top Co,"
 | General Trading |  ",,,Baghdad,Baghdad,Iraq,7704460915,7504460915,,karaa_baghdad@yahoo.com,,,,,,,,,,Garra Top Co,2015,7704460915,,,karaa_baghdad@yahoo.com,111,,,
Goizha General Trading Co,"
 | General Trading |  ",,,Malik Mahmoud St,Sulaymaniyah,Iraq,7710115555,7480115555,,info@goizhaco.com,,,,,,,,,,Goizha General Trading Co,2015,7710115555,,www.goizhaco.com,info@goizhaco.com,160,,,
HKA Co,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504483454,7704483454,,zana@hewalt.com,,,,,,,,,,HKA Co,2015,7504483454,,www.hewalt.com,zana@hewalt.com,129,,,
Hadi Ibrahim Co,"
 | General Trading |  ",,,Erbil,Erbil,Iraq,7504453731,, hadi_amin62@yahoo.com,,,,,,,,,,,Hadi Ibrahim Co,2015,7504453731,,, hadi_amin62@yahoo.com,140,,,
Legacy Co,"
 | Contracting |  ",,,Italian Village No572,Erbil,Iraq,7507778835,,aswan@ubholding.com,,,,,,,,,,,Legacy Co,2015,7507778835,,www.ubholding.com,aswan@ubholding.com,126,,,
Haji Ismail Khoshnaw Company,"
 | General Trading |  ",,,iraq,Erbil,Iraq,7504484273,7504613958,7709754242,, bedar_2@yahoo.com,,,,,,,,,Haji Ismail Khoshnaw Company,2015,7504484273,,, bedar_2@yahoo.com,456,,,
Lush Trading  Constructions,"
 | Contracting |  ",,,Almansor,Baghdad,Iraq, 7901443697 ,7709816200,1- 5427868,info@lush-co.com,,,,,,,,,,Lush Trading  Constructions,2015, 7901443697 ,1- 5427868,,info@lush-co.com,266,,,
Maa AlThahab Company,"
 | Contracting |  ",,, 100th m StInfront of Akar Gas Station,Erbil,Iraq, 7504454630,7701490434,, iraqcorplawyers@yahoo.com,,,,,,,,,,Maa AlThahab Company,2015, 7504454630,,www.ma-althahab.4t.com, iraqcorplawyers@yahoo.com,284,,,
Mabani Steel,"
 | Contracting |  ",,,Erbil,Erbil,Iraq, 7710025498,7503021001,, fahad@mabanisteel.com,,,,,,,,,,Mabani Steel,2015, 7710025498,,www.mabanisteel.com, fahad@mabanisteel.com,243,,,
Macc Group,"
 | Contracting |  ",,,Ankawa,Erbil,Iraq,7504244466,7507295778,, macc@maccgroup.com,,,,,,,,,,Macc Group,2015,7504244466,,, macc@maccgroup.com,165,,,
Haiman Trading Company,"
 | General Trading |  ",,,100th m St,Erbil,Iraq,7504214209,66-2232312,haiman.co@hotmail.com,,,,,,,,,,,Haiman Trading Company,2015,7504214209,66-2232312,www.haiman-co.com,haiman.co@hotmail.com,529,,,
M A N  Co,"
 | Contracting |  ",,,AlBradhaiyah District29Saeed Ameen St Villa3895,Basra,Iraq,7715943738,,nadimh@manenterpriseiq.com,,,,,,,,,,,M A N  Co,2015,7715943738,,www. manenterpriseiq.com,nadimh@manenterpriseiq.com,156,,,
Mad Company For Contracting,"
 | Contracting |  ",,,Oppsite of Holy Zard ,Erbil,Iraq, 7504450690,7504454030,7704450690,,info@madgroup.co,,,,,,,,,Mad Company For Contracting,2015, 7504450690,,www.madgroup.co,info@madgroup.co,663,,,
Maksomer Co,"
 | Contracting |  ",,,Shoresh St,Erbil,Iraq, 66-2240717, ntanis@maksomer.com,,,,,,,,,,,,Maksomer Co,2015,, 66-2240717,www.maksomer.com, ntanis@maksomer.com,122,,,
Mang Company,"
 | Contracting |  ",,,Koya RoadNear Rasool Private Hospital,Erbil,Iraq, 7504832222,7504456639,, info@mang-co.com,,,,,,,,,,Mang Company,2015, 7504832222,,www.mang-co.com, info@mang-co.com,124,,,
Map Group,"
 | Contracting |  ",,, Kirkuk main roadfacing of naza mall,Erbil,Iraq,7504521508, 66-4455191, info@mapcogroup.com,,,,,,,,,,,Map Group,2015,7504521508, 66-4455191,www.mapcogroup.com, info@mapcogroup.com,121,,,
Mass Iraq For Industrial Investment,"
 | Contracting |  ",,,Bazyan,Sulaymaniyah,Iraq, 7701531173,7501178513, 53-3193508, arasabdulla@yahoo.com,,,,,,,,,,Mass Iraq For Industrial Investment,2015, 7701531173, 53-3193508,, arasabdulla@yahoo.com,132,,,
Matra Holding,"
 | Contracting |  ",,,Erbil,Erbil,Iraq,7504828407, 66-2515040,,,,,,,,,,,,Matra Holding,2015,7504828407, 66-2515040,,,118,,,
Mauge Al Samaa Co Ltd,"
 | Contracting |  ",,,alkarada,Baghdad,Iraq,7901358537,7808772678,7705821664, 1-8189703,1-8189706,info@maugealsamaa.com ,Jabbar_e_65@yahoo.com,,,,,,,Mauge Al Samaa Co Ltd,2015,7901358537, 1-8189703,www.maugealsamaa.com,info@maugealsamaa.com ,113,,,
Mayssam Sabah Jacob,"
 | Contracting |  ",,,Iraq,Baghdad,Iraq, 7504273462,7503152010,, mayssam_zibare@yahoo.com,,,,,,,,,,Mayssam Sabah Jacob,2015, 7504273462,,, mayssam_zibare@yahoo.com,112,,,
MazenKalelel Ibrahim,"
 | Contracting |  ",,,Iraq,Baghdad,Iraq,7702585536 – 7504131289,,mazin-electrical@yahoo.com,,,,,,,,,,,MazenKalelel Ibrahim,2015,7702585536 – 7504131289,,,mazin-electrical@yahoo.com,117,,,
Mazin Co,"
 | Contracting |  ",,,Iraq,Baghdad,Iraq,7507295582,7507295584,, mazin_co2008@yahoo.com,,,,,,,,,,Mazin Co,2015,7507295582,,, mazin_co2008@yahoo.com,111,,,
MB Al Bahrain Company,"
 | Contracting |  ",,,Hay Al Gadeer,Najaf,Iraq, 7801008127,7400484439, 33-366627, info@malbahrain.com,,,,,,,,,,MB Al Bahrain Company,2015, 7801008127, 33-366627,www.malbahrain.com, info@malbahrain.com,98,,,
MECRI,"
 | Contracting |  ",,,Gullan St,Erbil,Iraq,7504555082,,info@erbildreamcity.com,,,,,,,,,,,MECRI,2015,7504555082,,www.mecri.com,info@erbildreamcity.com,124,,,
Mega,"
 | Contracting |  ",,,Karada,Baghdad,Iraq,7711109581 ,7701266563 ,7906646995,,mega@megaexporter.com ,mahir@megaexporter.com,,,,,,,,Mega,2015,7711109581 ,,www.megaexporter.com,mega@megaexporter.com ,105,,,
Middle East Co for Industrial Engineering,"
 | Contracting |  ",,, Italian Village No 83,Erbil,Iraq,7901555519,7709888889,7701660551,7501385976,, wasfi1983@yahoo.com,,,,,,,,Middle East Co for Industrial Engineering,2015,7901555519,,www.middleeasteng.com, wasfi1983@yahoo.com,136,,,
Minat Almanan,"
 | Contracting |  ",,,Hay Almualmen,Najaf,Iraq,7801031150,,,,,,,,,,,,,Minat Almanan,2015,7801031150,,,,94,,,
Mitas Energy And Metal Construction Inc,"
 | Contracting |  ",,,Baghdad Erbil English Village No 332,Baghdad,Iraq, 7507105488,7712061929,7504742356,, kamuran_64@yahoo.com,skapetanovic@mitastower.com,,,,,,,,Mitas Energy And Metal Construction Inc,2015, 7507105488,,www.mitastower.com, kamuran_64@yahoo.com,157,,,
Mitras,"
 | Contracting |  ",,,Almadina St,Najaf,Iraq,33-370708,,,,,,,,,,,,,Mitras,2015,,33-370708,,,113,,,
Modern Technical Group ,"
 | Contracting |  ",,,Iraq,Baghdad,Iraq,7906838689,7709414748,, m_t_group@yahoo.com,,,,,,,,,,Modern Technical Group ,2015,7906838689,,, m_t_group@yahoo.com,105,,,
